CustomerID,revenue,invoices,cum_revenue_share,customer_rank_share
12731,25631.71,17,0.3364405672516415,0.011790840738209159
14062,25585.65,24,0.3379395594368659,0.011961722488038277
12939,25264.8,20,0.33941975391155205,0.012132604237867396
14895,25119.54,38,0.34089143800620786,0.012303485987696514
15498,24972.86,44,0.34235452852697634,0.012474367737525633
16525,24151.3,48,0.34376948612871827,0.012645249487354751
13001,24042.65,33,0.3451780782286682,0.01281613123718387
17920,23569.88,54,0.3465589720471436,0.012987012987012988
15640,23459.51,29,0.3479333995938032,0.013157894736842105
12409,23419.29,7,0.3493054707623489,0.013328776486671223
16133,22992.26,56,0.3506525234290056,0.013499658236500341
14607,22575.13,20,0.3519751376072822,0.01367053998632946
15159,22116.73,34,0.3532708954024806,0.013841421736158578
13340,22100.56,12,0.35456570584228103,0.014012303485987697
12621,22097.2,35,0.3558603194290118,0.014183185235816815
12482,21941.72,27,0.3571458238742919,0.014354066985645933
14051,21770.98,37,0.35842132513709646,0.014524948735475052
16839,21758.25,44,0.35969608058455066,0.01469583048530417
12753,21429.39,6,0.36095156903780956,0.014866712235133289
15615,21373.97,47,0.3622038105871631,0.015037593984962405
13319,21323.22,58,0.3634530788349434,0.015208475734791524
12682,20736.22,51,0.36466795638275207,0.015379357484620642
14866,20700.04,17,0.36588071424482826,0.01555023923444976
14667,20359.59,54,0.3670735260867933,0.01572112098427888
15251,20324.54,21,0.3682642844465879,0.015892002734108
12477,20276.37,9,0.3694522206598448,0.016062884483937116
17706,20272.15,31,0.37063990963502014,0.016233766233766232
17243,20184.68,69,0.37182247398578916,0.016404647983595352
18008,19759.079999999998,23,0.37298010361439826,0.01657552973342447
17340,19617.95,18,0.3741294648282084,0.01674641148325359
16843,19571.43,35,0.375276100564399,0.016917293233082706
17139,19566.76,25,0.3764224626982576,0.017088174982911826
12540,19250.49,32,0.37755029545105995,0.017259056732740943
14194,18670.59,36,0.378644153473175,0.017429938482570063
13113,18230.07,37,0.37971220265176114,0.01760082023239918
12557,18096.14,8,0.38077240524355477,0.0177717019822283
16746,18045.05,42,0.3818296146141192,0.017942583732057416
17581,17951.17,43,0.38288132381617707,0.018113465481886533
12901,17654.54,28,0.3839156542902409,0.018284347231715653
17377,17639.23,78,0.38494908779391873,0.01845522898154477
14952,17629.35,32,0.38598194245583206,0.01862611073137389
16652,17550.39,16,0.38701017107060787,0.018796992481203006
15189,17524.38,46,0.3880368758317103,0.018967874231032127
18172,17467.24,52,0.3890602329188837,0.019138755980861243
12357,17437.66,2,0.39008185699599723,0.019309637730690363
16019,17329.16,27,0.3910971243594022,0.01948051948051948
17416,17298.45,22,0.3921105925091851,0.0196514012303486
15078,17276.73,52,0.39312278814448187,0.019822282980177717
15523,17259.19,16,0.3941339561598851,0.019993164730006837
13027,17239.2,19,0.3951439530166982,0.020164046479835954
15808,17180.25,21,0.39615049615670833,0.02033492822966507
15125,17024.87,24,0.39714793601399007,0.02050580997949419
16656,16833.170000000002,30,0.3981341447005996,0.020676691729323307
12433,16794.14,10,0.3991180667278908,0.020847573479152427
17735,16790.33,26,0.4001017655378619,0.021018455228981544
14277,16789.16,8,0.40108539580078195,0.021189336978810664
16553,16584.01,33,0.40205700689487894,0.02136021872863978
12454,16459.78,4,0.40302133969824766,0.0215311004784689
15358,16425.86,42,0.4039836852230082,0.021701982228298018
14961,16410.15,22,0.40494511034249353,0.021872863978127138
13225,16260.07,16,0.40589774269153295,0.022043745727956254
16180,16249.87,13,0.40684977745089657,0.02221462747778537
12980,16245.78,21,0.40780157258851757,0.02238550922761449
17107,16052.72,10,0.408742056876843,0.022556390977443608
17716,15956.970000000001,24,0.4096769314385547,0.022727272727272728
13199,15949.210000000001,66,0.410611351363415,0.022898154477101845
13564,15880.22,36,0.4115417293557522,0.023069036226930965
15044,15769.01,32,0.4124655918630062,0.02323991797676008
12971,15704.6,116,0.41338568076721904,0.0234107997265892
16191,15677.820000000002,24,0.41430420070559676,0.023581681476418318
12949,15526.7,22,0.41521386694281653,0.02375256322624744
14769,15512.460000000001,17,0.4161226988979791,0.023923444976076555
14849,15407.61,43,0.41702538798279754,0.02409432672590567
15768,15308.89,34,0.41792229333694947,0.024265208475734792
12472,14971.29,19,0.41879941964457607,0.02443609022556391
18092,14693.720000000001,18,0.41966028389668125,0.02460697197539303
16126,14644.6,15,0.4205182703443867,0.024777853725222145
17133,14622.33,12,0.4213749520546333,0.024948735475051265
16873,14617.39,12,0.42223134434399767,0.025119617224880382
14543,14548.22,39,0.4230836841551388,0.025290498974709502
17448,14448.67,41,0.4239301916082184,0.02546138072453862
15482,14377.36,18,0.42477252120641723,0.02563226247436774
14733,14335.15,15,0.4256123778379282,0.025803144224196856
13488,14205.960000000001,23,0.4264446655860843,0.025974025974025976
15601,14191.74,30,0.4272761202239276,0.026144907723855092
16713,14115.56,32,0.42810311168711357,0.02631578947368421
12647,14109.55,35,0.4289297510410886,0.02648667122351333
14299,14070.25,27,0.42975408791719505,0.026657552973342446
13178,14059.19,21,0.43057777681861376,0.026828434723171566
18223,14000.85,26,0.43139804774143564,0.026999316473000683
12435,13925.93,6,0.43221392930950137,0.027170198222829803
18087,13908.720000000001,16,0.43302880259145715,0.02734107997265892
17589,13806.27,18,0.43383767361240433,0.02751196172248804
15005,13752.58,56,0.43464339908534216,0.027682843472317156
15382,13733.550000000001,12,0.435448009643424,0.027853725222146276
15093,13702.380000000001,23,0.43625079403776124,0.028024606971975393
12989,13551.75,33,0.4370447534386798,0.02819548872180451
15291,13472.76,39,0.43783408503484417,0.02836637047163363
13629,13370.86,19,0.43861744659297264,0.028537252221462747
16558,13304.11,38,0.43939689745395777,0.028708133971291867
12744,13158.16,8,0.44016779750972856,0.028879015721120983
16923,13157.130000000001,32,0.4409386372206595,0.029049897470950103
13090,13076.74,23,0.44170476710472384,0.02922077922077922
15738,13043.32,41,0.4424689390037915,0.02939166097060834
14049,13023.4,13,0.44323194384537457,0.029562542720437457
13097,13015.36,27,0.44399447764568384,0.029733424470266577
18225,13014.8,26,0.4447569786371481,0.029904306220095694
14110,12987.95,33,0.44551790656167156,0.03007518796992481
13969,12973.460000000001,35,0.446277985557332,0.03024606971975393
13668,12948.48,35,0.44703660104415893,0.030416951469583047
13316,12940.82,10,0.4477947677528568,0.030587833219412167
13952,12823.52,14,0.4485460621802826,0.030758714969241284
12714,12815.710000000001,12,0.44929689904149583,0.030929596719070404
13468,12793.28,72,0.45004642179129456,0.03110047846889952
16549,12781.8,34,0.4507952719597718,0.03127136021872864
12451,12629.88,8,0.4515352215573126,0.03144224196855776
16161,12580.06,43,0.4522722523393976,0.03161312371838688
17017,12576.99,29,0.45300910325870763,0.031784005468216
14040,12523.81,35,0.4537428385094921,0.03195488721804511
17858,12518.65,30,0.4544762714502053,0.03212576896787423
12583,12493.58,27,0.45520823560923485,0.03229665071770335
14936,12410.81,12,0.45593535050380674,0.032467532467532464
16000,12393.7,3,0.4566614629709911,0.032638414217361585
12476,12319.91,18,0.4573832522869814,0.032809295967190705
14735,12225.16,55,0.45809949046358106,0.032980177717019825
15144,12160.31,29,0.45881192925876135,0.03315105946684894
15465,12100.4,32,0.45952085809340454,0.03332194121667806
15194,12021.53,28,0.46022516615376025,0.03349282296650718
14415,11980.09,23,0.4609270463595898,0.0336637047163363
17044,11962.300000000001,12,0.4616278842987201,0.03383458646616541
13458,11959.27,16,0.46232854471856427,0.03400546821599453
13854,11944.56,39,0.4630283433203564,0.03417634996582365
16258,11942.52,15,0.46372802240421335,0.034347231715652765
16523,11916.33,28,0.46442616708869683,0.034518113465481885
16814,11914.95,36,0.46512423092281235,0.034688995215311005
13687,11880.84,1,0.46582029634674726,0.034859876965140126
17338,11880.54,17,0.46651634419451526,0.03503075871496924
18226,11878.88,26,0.4672122947874929,0.03520164046479836
13050,11877.29,34,0.46790815222678567,0.03537252221462748
14505,11873.08,19,0.4686037630138692,0.0355434039644566
14426,11727.94,17,0.46929087045138906,0.03571428571428571
13004,11650.85,36,0.46997346139987856,0.03588516746411483
17364,11614.45,27,0.4706539197734465,0.03605604921394395
14739,11573.62,25,0.4713319860306945,0.036226930963773066
13418,11559.66,31,0.4720092344103077,0.036397812713602186
15023,11555.5,20,0.47268623906707263,0.036568694463431306
15218,11453.83,22,0.47335728716086306,0.036739576213260426
13680,11419.67,12,0.4740263339151116,0.03691045796308954
13102,11380.1,37,0.47469306237294134,0.03708133971291866
12474,11310.75,29,0.47535572780684765,0.03725222146274778
14016,11303.41,11,0.47601796321053635,0.0374231032125769
15874,11284.76,21,0.4766791059625138,0.03759398496240601
12437,11282.4,38,0.47734011044864466,0.03776486671223513
15555,11233.78,36,0.47799826642398746,0.03793574846206425
13576,11202.59,28,0.4786545950638411,0.038106630211893366
12539,11186.75,7,0.4793099956820806,0.03827751196172249
14134,11123.35,15,0.4799616818703742,0.03844839371155161
12705,11114.1,13,0.4806128261268539,0.03861927546138073
13013,11097.43,29,0.4812629937343243,0.03879015721120984
12481,11033.51,14,0.48190941644649277,0.03896103896103896
15032,11010.05,8,0.48255446470240687,0.03913192071086808
14045,10986.63,16,0.4831981408455555,0.0393028024606972
16985,10923.16,23,0.48383809845765274,0.039473684210526314
18052,10877.18,1,0.4844753622292308,0.039644565960355434
12567,10741.48,15,0.4851046757146316,0.039815447710184554
16033,10608.81,27,0.48572621643314096,0.039986329460013674
13324,10513.47,18,0.48634217144579805,0.04015721120984279
15290,10496.28,26,0.48695711934408975,0.04032809295967191
12683,10445.7,20,0.487569103900636,0.04049897470950103
14028,10396.5,3,0.48817820596580475,0.04066985645933014
16168,10360.67,66,0.4887852088507691,0.04084073820915926
16984,10350.53,9,0.48939161766129097,0.04101161995898838
15296,10323.03,12,0.4899964153231771,0.0411825017088175
14422,10271.52,19,0.49059819515720027,0.041353383458646614
17160,10209.16,17,0.49119632149198966,0.041524265208475734
15719,10194.32,31,0.491793578392388,0.041695146958304855
14796,10167.77,27,0.4923892798020124,0.041866028708133975
18229,10150.51,28,0.49298396999616584,0.04203691045796309
15805,10148.93,30,0.4935785676225067,0.04220779220779221
18055,10142.64,14,0.4941727967352142,0.04237867395762133
16327,10129.04,16,0.49476622906168716,0.04254955570745044
12431,10102.220000000001,25,0.49535809007883613,0.04272043745727956
17809,10085.89,20,0.49594899436663153,0.04289131920710868
13941,10027.18,15,0.49653645899855753,0.0430622009569378
13985,10020.86,22,0.4971235533592334,0.043233082706766915
15547,10002.65,26,0.4977095808465763,0.043403964456596035
14755,9972.550000000001,25,0.49829384485850325,0.043574846206425155
16182,9971.65,9,0.4988780561419294,0.043745727956254275
15694,9963.48,23,0.4994617887677427,0.04391660970608339
14101,9961.93,13,0.5000454305833602,0.04408749145591251
16131,9957.42,12,0.5006288081706013,0.04425837320574163
18260,9947.26,23,0.5012115905116554,0.04442925495557074
17049,9942.53,19,0.5017940957351443,0.04460013670539986
16701,9916.73,26,0.5023750894082767,0.04477101845522898
12668,9906.03,9,0.5029554561981217,0.0449419002050581
12758,9903.24,7,0.5035356595296142,0.045112781954887216
14329,9887.62,15,0.5041149477286815,0.045283663704716336
14828,9839.460000000001,13,0.5046914143670834,0.045454545454545456
13599,9811.04,33,0.5052662159566041,0.045625427204374576
16353,9795.460000000001,38,0.5058401047571888,0.04579630895420369
12524,9794.11,17,0.5064139144650222,0.04596719070403281
17306,9782.35,21,0.5069870351871116,0.04613807245386193
13018,9763.16,35,0.5075590316203895,0.04630895420369104
13735,9762.77,13,0.5081310052046503,0.04647983595352016
14085,9705.67,32,0.5086996334584709,0.04665071770334928
14944,9684.67,19,0.509267031380606,0.0468215994531784
12839,9669.12,26,0.5098335182714215,0.046992481203007516
16782,9636.12,38,0.5103980717838741,0.047163362952836636
17315,9559.5,41,0.5109581363432913,0.047334244702665756
18109,9555.71,38,0.5115179788571329,0.04750512645249488
15502,9542.92,12,0.5120770720403908,0.04767600820232399
14091,9530.08,2,0.5126354129637037,0.04784688995215311
17811,9513.1,47,0.5131927590759681,0.04801777170198223
13999,9502.26,29,0.5137494701027339,0.04818865345181134
17504,9490.17,18,0.5143054728099721,0.04835953520164046
14063,9471.5,7,0.5148603816937547,0.048530416951469584
14146,9450.3,12,0.5154140485284071,0.048701298701298704
14439,9443.04,5,0.5159672900198197,0.04887218045112782
13267,9429.81,36,0.5165197564022704,0.04904306220095694
17230,9388.49,18,0.5170698019606618,0.04921394395078606
15727,9371.71,15,0.5176188644254494,0.04938482570061518
15981,9362.77,21,0.5181674031204621,0.04955570745044429
12590,9341.26,1,0.5187146816043054,0.04972658920027341
13069,9284.45,38,0.5192586317480034,0.04989747095010253
13162,9275.49,16,0.5198020569501821,0.050068352699931644
15249,9266.0,18,0.5203449261596136,0.050239234449760764
14367,9227.82,16,0.5208855585088662,0.050410116199589884
14292,9226.25,16,0.5214260988761786,0.050580997949419004
17757,9070.1,56,0.5219574908486008,0.05075187969924812
15298,9061.77,23,0.5224883947894543,0.05092276144907724
16709,9056.01,14,0.5230189612679027,0.05109364319890636
13327,9052.87,19,0.5235493437824704,0.05126452494873548
15939,9004.84,15,0.5240769123527118,0.05143540669856459
17068,8980.18,47,0.524603036162031,0.05160628844839371
15150,8977.94,13,0.5251290287359703,0.05177717019822283
15903,8939.84,12,0.5256527891367089,0.05194805194805195
12747,8898.48,26,0.5261741263698991,0.052118933697881065
14060,8898.24,30,0.5266954495421559,0.052289815447710185
13555,8891.84,13,0.5272163977561847,0.052460697197539305
14709,8886.33,25,0.527737023154614,0.05263157894736842
12359,8873.39,10,0.5282568904343763,0.05280246069719754
15867,8869.87,31,0.528776551487113,0.05297334244702666
14135,8839.67,24,0.5292944432057116,0.05314422419685578
16700,8830.77,25,0.5298118134980244,0.05331510594668489
16550,8807.68,18,0.5303278310113553,0.05348598769651401
15260,8767.73,25,0.5308415079651226,0.05365686944634313
12490,8764.64,20,0.5313550038843705,0.05382775119617225
16532,8756.64,5,0.5318680311058335,0.053998632946001365
15570,8736.49,25,0.5323798777947506,0.054169514695830485
16186,8718.43,26,0.5328906663984181,0.054340396445659606
12957,8706.97,13,0.5334007835925086,0.05451127819548872
17576,8705.6,41,0.5339108205221035,0.05468215994531784
15497,8657.39,9,0.5344180329616718,0.05485304169514696
13756,8655.95,23,0.5349251610356386,0.05502392344497608
13263,8650.98,38,0.5354319979311067,0.05519480519480519
13758,8595.29,14,0.5359355721041191,0.05536568694463431
16945,8548.16,33,0.536436385061306,0.05553656869446343
15281,8543.57,16,0.5369369291031387,0.05570745044429255
13269,8537.32,28,0.5374371069748269,0.055878332194121666
15270,8524.86,21,0.537936554849715,0.056049213943950786
12798,8510.93,4,0.538435186604585,0.056220095693779906
13209,8509.51,13,0.5389337351655983,0.05639097744360902
15786,8501.62,5,0.5394318214734211,0.05656185919343814
13148,8488.32,26,0.5399291285711764,0.05673274094326726
14286,8479.76,7,0.5404259341623018,0.05690362269309638
18139,8438.34,6,0.5409203130706455,0.05707450444292549
13047,8423.58,23,0.541413827231576,0.05724538619275461
14160,8421.47,7,0.5419072177734657,0.05741626794258373
15984,8393.02,30,0.5423989415088577,0.05758714969241285
17396,8391.6,13,0.5428905820503929,0.05775803144224197
13448,8386.22,12,0.5433819073926676,0.05792891319207109
14676,8356.79,12,0.5438715085129658,0.05809979494190021
14057,8346.66,22,0.544360516144694,0.05827067669172932
13206,8308.19,13,0.5448472699259487,0.05844155844155844
17686,8296.81,9,0.5453333569846043,0.05861244019138756
17611,8287.53,28,0.5458189003538292,0.05878332194121668
15998,8274.14,16,0.5463036592401367,0.058954203691045794
15034,8231.2,14,0.5467859023910833,0.059125085440874914
13381,8224.37,12,0.547267745391296,0.059295967190704034
13139,8202.98,8,0.5477483352108062,0.059466848940533154
16722,8189.56,22,0.5482281387897822,0.05963773069036227
17365,8179.45,15,0.5487073500519324,0.05980861244019139
13426,8167.38,22,0.5491858541662995,0.05997949419002051
13715,8153.04,17,0.5496635181398871,0.06015037593984962
14056,8152.71,23,0.550141162779691,0.06032125768967874
12766,8134.99,9,0.5506177692539014,0.06049213943950786
16672,8134.9400000000005,20,0.5510943727987504,0.06066302118933698
17593,8092.32,11,0.5515684793561502,0.060833902939166094
15955,8085.9800000000005,22,0.5520422144705553,0.061004784688995214
12637,8085.81,12,0.5525159396251326,0.061175666438824335
17426,8077.77,13,0.5529891937384359,0.061346548188653455
16767,8052.41,15,0.5534609620797609,0.06151742993848257
16670,8030.150000000001,20,0.5539314262694993,0.06168831168831169
18041,8018.7699999999995,38,0.5544012237366385,0.06185919343814081
14525,8018.59,17,0.5548710106580775,0.06203007518796992
16556,8012.58,17,0.5553404454703057,0.06220095693779904
13869,7996.87,10,0.5558089598772585,0.06237183868762816
13174,7972.46,11,0.5562760441700951,0.06254272043745727
16303,7928.27,7,0.5567405394935421,0.0627136021872864
14291,7904.1,23,0.5572036187638061,0.06288448393711552
13871,7885.85,17,0.5576656288172481,0.06305536568694463
15622,7852.610000000001,17,0.5581256914313937,0.06322624743677376
14159,7849.58,20,0.5585855765262533,0.06339712918660287
17085,7839.27,28,0.5590448575868424,0.063568010936432
12867,7829.26,13,0.5595035521893281,0.06373889268626111
16592,7807.91,28,0.5599609959546002,0.06390977443609022
15544,7807.89,20,0.560418438548128,0.06408065618591935
12643,7803.82,11,0.5608756426916576,0.06425153793574846
14395,7801.93,20,0.5613327361053354,0.06442241968557758
17409,7793.51,10,0.5617893362145946,0.0645933014354067
17730,7773.8,20,0.5622447815696862,0.06476418318523582
17739,7730.59,18,0.5626976953708666,0.06493506493506493
13534,7720.900000000001,35,0.563150041461855,0.06510594668489406
17696,7679.59,27,0.5635999673146563,0.06527682843472317
14175,7678.88,8,0.5640498515705293,0.0654477101845523
13141,7656.08,17,0.5644984000377151,0.06561859193438141
15046,7604.84,25,0.5649439464955882,0.06578947368421052
14145,7600.05,7,0.5653892123206626,0.06596035543403965
13373,7587.1900000000005,6,0.5658337247140477,0.06613123718386876
13137,7586.94,16,0.5662782224606269,0.06630211893369788
13709,7571.35,18,0.5667218068323977,0.066473000683527
14030,7521.8,20,0.567162488207263,0.06664388243335612
17091,7495.75,19,0.5676016433849659,0.06681476418318523
15179,7491.92,13,0.5680405741736043,0.06698564593301436
16570,7434.31,20,0.5684761297523188,0.06715652768284347
16242,7404.650000000001,14,0.5689099476339955,0.0673274094326726
17602,7354.43,14,0.5693408232653271,0.06749829118250171
13082,7335.75,21,0.5697706044873307,0.06766917293233082
17238,7331.17,32,0.5702001173798525,0.06784005468215995
14282,7250.76,25,0.5706249192737632,0.06801093643198906
14092,7229.45,24,0.5710484726739493,0.06818181818181818
16253,7222.2,7,0.5714716013167677,0.0683526999316473
14243,7217.75,17,0.5718944692464432,0.06852358168147642
12380,7210.650000000001,8,0.5723169212068346,0.06869446343130553
16729,7202.01,21,0.5727388669736182,0.06886534518113466
14688,7190.42,28,0.5731601337144858,0.06903622693096377
16745,7180.7,17,0.5735808309875448,0.0692071086807929
14800,7180.08,17,0.5740014919365254,0.06937799043062201
14841,7163.0,14,0.5744211522157351,0.06954887218045112
15950,7120.91,10,0.5748383465587237,0.06971975393028025
14113,7092.610000000001,16,0.5752538828832978,0.06989063568010936
13451,7088.92,11,0.5756692030210189,0.07006151742993848
15521,7087.64,16,0.5760844481670943,0.0702323991797676
17231,7064.8,25,0.5764983551809936,0.07040328092959672
17769,7053.38,17,0.5769115931288049,0.07057416267942583
13183,7036.18,15,0.5773238233763784,0.07074504442925496
17965,7002.9,29,0.5777341038411666,0.07091592617908407
16938,6995.360000000001,9,0.5781439425582925,0.0710868079289132
17690,6963.8,20,0.5785519322626567,0.07125768967874231
12841,6958.2,40,0.5789595938785713,0.07142857142857142
13552,6948.92,22,0.5793667118050555,0.07159945317840055
16187,6911.4400000000005,15,0.579771633882417,0.07177033492822966
15301,6909.67,17,0.5801764522603937,0.07194121667805878
12720,6905.28,29,0.5805810134404609,0.0721120984278879
16170,6869.0,20,0.5809834490760732,0.07228298017771702
15129,6860.18,23,0.5813853679723776,0.07245386192754613
18231,6848.27,28,0.5817865890948547,0.07262474367737526
16401,6847.45,23,0.5821877621758088,0.07279562542720437
12749,6847.36,9,0.5825889299839129,0.0729665071770335
12830,6814.64,6,0.5829881808180765,0.07313738892686261
16145,6805.4400000000005,19,0.5833868926497873,0.07330827067669173
15413,6798.72,5,0.5837852107753588,0.07347915242652085
14401,6795.9,22,0.5841833636849612,0.07365003417634997
13993,6775.71,19,0.5845803337185287,0.07382091592617908
13983,6753.89,21,0.5849760253788877,0.0739917976760082
13815,6737.74,8,0.5853707708555933,0.07416267942583732
15321,6709.7300000000005,12,0.5857638753041794,0.07433356117566643
14844,6702.43,10,0.5861565520660367,0.07450444292549556
13734,6695.6900000000005,4,0.58654883395001,0.07467532467532467
16497,6695.28,23,0.586941091813222,0.0748462064251538
17975,6693.03,24,0.5873332178551818,0.07501708817498291
16265,6685.17,12,0.587724883401568,0.07518796992481203
13384,6680.83,11,0.5881162946794058,0.07535885167464115
17700,6679.97,14,0.5885076555722318,0.07552973342447027
14461,6676.52,13,0.588898814339138,0.07570061517429938
16717,6663.68,14,0.5892892208460994,0.0758714969241285
17001,6640.8,19,0.5896782868773958,0.07604237867395762
13953,6640.68,12,0.5900673458782254,0.07621326042378673
14562,6638.150000000001,26,0.5904562566533804,0.07638414217361586
13394,6621.7,19,0.5908442036687152,0.07655502392344497
15674,6613.52,12,0.5912316714405648,0.0767259056732741
13831,6585.54,18,0.5916174999419115,0.07689678742310321
13015,6579.78,11,0.592002990980853,0.07706766917293233
12836,6559.7300000000005,15,0.592387307345971,0.07723855092276145
15980,6543.68,7,0.5927706833861579,0.07740943267259057
13883,6535.37,14,0.5931535725665207,0.07758031442241968
14855,6520.3,7,0.5935355788374311,0.07775119617224881
14221,6517.49,17,0.5939174204782446,0.07792207792207792
12823,6501.5,18,0.5942983253093602,0.07809295967190703
13317,6486.09,19,0.5946783273113677,0.07826384142173616
12779,6474.11,14,0.5950576274384421,0.07843472317156527
12843,6461.87,28,0.5954362104579055,0.0786056049213944
14154,6460.7,8,0.5958147249303178,0.07877648667122351
15750,6452.99,18,0.5961927876952401,0.07894736842105263
16940,6427.66,8,0.5965693664458006,0.07911825017088175
16655,6423.26,13,0.5969456874125794,0.07928913192071087
12428,6405.26,8,0.597320953809342,0.07946001367053998
18094,6391.52,13,0.5976954152176589,0.07963089542036911
12406,6390.36,5,0.5980698086647971,0.07980177717019822
15514,6388.28,18,0.5984440802505111,0.07997265892002735
14388,6388.2,16,0.5988183471492472,0.08014354066985646
14766,6375.7300000000005,11,0.5991918834653112,0.08031442241968557
14227,6366.16,15,0.5995648591016498,0.0804853041695147
14702,6356.9800000000005,29,0.5999372969072801,0.08065618591934381
13590,6336.04,18,0.6003085078964584,0.08082706766917293
18245,6324.9800000000005,20,0.600679070910949,0.08099794941900205
13654,6308.0,11,0.601048639114391,0.08116883116883117
12913,6283.24,13,0.6014167566981885,0.08133971291866028
12613,6277.37,9,0.6017845303749862,0.08151059466848941
13136,6274.56,13,0.6021521394216871,0.08168147641831852
13615,6272.53,8,0.602519629536325,0.08185235816814765
14004,6258.45,11,0.6028862947428613,0.08202323991797676
15369,6251.26,11,0.6032525387072634,0.08219412166780588
17799,6246.93,20,0.6036185289889894,0.082365003417635
18118,6218.62,29,0.6039828606664288,0.08253588516746412
16735,6217.41,14,0.6043471214533284,0.08270676691729323
15673,6204.32,9,0.6047106153334773,0.08287764866712236
13334,6201.8,5,0.6050739615738239,0.08304853041695147
16103,6191.71,22,0.6054367166690893,0.08321941216678058
16156,6188.18,20,0.605799264951457,0.08339029391660971
14534,6183.06,26,0.6061615132672423,0.08356117566643882
14390,6150.03,13,0.6065218264470479,0.08373205741626795
17669,6142.35,10,0.60688168967698,0.08390293916609706
17873,6135.950000000001,18,0.6072411779486842,0.08407382091592618
13266,6135.04,19,0.6076006129060152,0.0842447026657553
