antecedent_names,consequent_names,support,confidence,lift,family_overlap,family_relation
WHITE SPOT BLUE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.010831603988459787,0.5609436435124509,28.898470834095157,1.0,pattern_variant
BLUE SPOT CERAMIC DRAWER KNOB,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.010831603988459787,0.5580182529335073,28.898470834095157,1.0,pattern_variant
BLUE SPOT CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.010300146783418535,0.530638852672751,28.841352991074395,1.0,pattern_variant
RED SPOT CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.010300146783418535,0.5598349381017882,28.841352991074395,1.0,pattern_variant
PINK REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.010907526446322821,0.41723136495643753,28.52332206728144,1.0,pattern_variant
"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,0.010907526446322821,0.7456747404844289,28.523322067281438,1.0,pattern_variant
WHITE SPOT RED CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.010780989016551095,0.5226993865030674,28.409826077417062,1.0,pattern_variant
RED SPOT CERAMIC DRAWER KNOB,WHITE SPOT RED CERAMIC DRAWER KNOB,0.010780989016551095,0.5859697386519944,28.409826077417062,1.0,pattern_variant
GREEN 3 PIECE MINI DOTS CUTLERY SET,RED 3 PIECE MINI DOTS CUTLERY SET,0.010629144100825024,0.7130730050933786,27.650997765711246,1.0,pattern_variant
RED 3 PIECE MINI DOTS CUTLERY SET,GREEN 3 PIECE MINI DOTS CUTLERY SET,0.010629144100825024,0.41216879293424924,27.650997765711246,1.0,pattern_variant
RED RETROSPOT CUP,RED RETROSPOT PLATE,0.010502606671053297,0.45957918050941304,27.64050492945045,0.0,cross_type
RED RETROSPOT PLATE,RED RETROSPOT CUP,0.010502606671053297,0.6316590563165905,27.640504929450447,0.0,cross_type
JUMBO BAG PEARS,JUMBO BAG APPLES,0.01027483929746419,0.6823529411764706,27.569012390232167,0.667,same_type
JUMBO BAG APPLES,JUMBO BAG PEARS,0.01027483929746419,0.4151329243353783,27.569012390232167,0.667,same_type
PINK REGENCY TEACUP AND SAUCER,"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.018601002176443792,0.7115198451113262,27.190517562600522,1.0,pattern_variant
"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,0.018601002176443792,0.7108317214700193,27.190517562600522,1.0,pattern_variant
BLUE POLKADOT CUP,RED RETROSPOT CUP,0.011970440856405324,0.6150845253576072,26.915226949037088,1.0,pattern_variant
RED RETROSPOT CUP,BLUE POLKADOT CUP,0.011970440856405324,0.5238095238095237,26.915226949037088,1.0,pattern_variant
"REGENCY CAKESTAND 3 TIER, PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,0.010907526446322821,0.9189765458422173,26.838462108210923,1.0,pattern_variant
GREEN REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.010907526446322821,0.31855136733185513,26.838462108210923,1.0,pattern_variant
BLUE STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.010502606671053297,0.5155279503105591,26.558763270627683,1.0,pattern_variant
BLUE SPOT CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.010502606671053297,0.5410691003911343,26.55876327062768,1.0,pattern_variant
"REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER","GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",0.010907526446322821,0.5793010752688171,26.49363737056949,1.0,pattern_variant
"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER","REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",0.010907526446322821,0.4988425925925925,26.493637370569488,1.0,pattern_variant
"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,0.018601002176443792,0.9051724137931034,26.435316155669394,1.0,pattern_variant
GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.018601002176443792,0.5432372505543237,26.435316155669394,1.0,pattern_variant
BLACK/BLUE POLKADOT UMBRELLA,RED RETROSPOT UMBRELLA,0.010401376727235916,0.6008771929824561,26.381179337231966,1.0,pattern_variant
RED RETROSPOT UMBRELLA,BLACK/BLUE POLKADOT UMBRELLA,0.010401376727235916,0.4566666666666666,26.381179337231963,1.0,pattern_variant
PINK REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",0.012527205547400921,0.47918683446272986,26.261565293981008,1.0,pattern_variant
"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,0.012527205547400921,0.6865464632454923,26.261565293981008,1.0,pattern_variant
"REGENCY CAKESTAND 3 TIER, PINK REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,0.012527205547400921,0.8935018050541516,26.09447917583869,1.0,pattern_variant
GREEN REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, PINK REGENCY TEACUP AND SAUCER",0.012527205547400921,0.36585365853658536,26.09447917583869,1.0,pattern_variant
RED RETROSPOT CUP,PINK POLKADOT CUP,0.011312446221592347,0.4950166112956811,26.0453879876665,1.0,pattern_variant
PINK POLKADOT CUP,RED RETROSPOT CUP,0.011312446221592347,0.5952063914780292,26.045387987666498,1.0,pattern_variant
BLUE SPOT CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.010451991699144608,0.5384615384615385,25.79002331002331,1.0,pattern_variant
RED STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.010451991699144608,0.5006060606060606,25.79002331002331,1.0,pattern_variant
WHITE SPOT RED CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.01108467884800324,0.5374233128834356,25.740296709425543,1.0,pattern_variant
RED STRIPE CERAMIC DRAWER KNOB,WHITE SPOT RED CERAMIC DRAWER KNOB,0.01108467884800324,0.5309090909090909,25.74029670942554,1.0,pattern_variant
EDWARDIAN PARASOL RED,EDWARDIAN PARASOL BLACK,0.010021764437920737,0.5538461538461539,25.536379140113098,1.0,pattern_variant
EDWARDIAN PARASOL BLACK,EDWARDIAN PARASOL RED,0.010021764437920737,0.4620770128354726,25.536379140113095,1.0,pattern_variant
FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT,0.011540213595181455,0.5211428571428571,25.517272437599573,0.667,same_type
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL,0.011540213595181455,0.5650557620817843,25.517272437599573,0.667,same_type
"RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",0.010856911474414132,0.44687499999999997,25.480257936507932,1.0,pattern_variant
"WOODLAND CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.010856911474414132,0.619047619047619,25.480257936507932,1.0,pattern_variant
PINK 3 PIECE MINI DOTS CUTLERY SET,"RED 3 PIECE MINI DOTS CUTLERY SET, BLUE 3 PIECE MINI DOTS CUTLERY SET",0.010097686895783773,0.367741935483871,25.359432528289144,1.0,pattern_variant
"RED 3 PIECE MINI DOTS CUTLERY SET, BLUE 3 PIECE MINI DOTS CUTLERY SET",PINK 3 PIECE MINI DOTS CUTLERY SET,0.010097686895783773,0.6963350785340314,25.35943252828914,1.0,pattern_variant
RED RETROSPOT BOWL,BLUE POLKADOT BOWL,0.010730374044642405,0.43892339544513453,25.026867312581594,1.0,pattern_variant
BLUE POLKADOT BOWL,RED RETROSPOT BOWL,0.010730374044642405,0.6118326118326117,25.026867312581594,1.0,pattern_variant
"RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.011261831249683656,0.46354166666666663,24.95420356494096,1.0,pattern_variant
"STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.011261831249683656,0.606267029972752,24.954203564940958,1.0,pattern_variant
PINK 3 PIECE MINI DOTS CUTLERY SET,BLUE 3 PIECE MINI DOTS CUTLERY SET,0.016475173356278787,0.6,24.929968454258674,1.0,pattern_variant
BLUE 3 PIECE MINI DOTS CUTLERY SET,PINK 3 PIECE MINI DOTS CUTLERY SET,0.016475173356278787,0.6845425867507886,24.929968454258674,1.0,pattern_variant
FELTCRAFT DOLL MOLLY,FELTCRAFT DOLL ROSIE,0.010148301867692463,0.49506172839506174,24.856250490219146,0.667,same_type
FELTCRAFT DOLL ROSIE,FELTCRAFT DOLL MOLLY,0.010148301867692463,0.5095298602287166,24.856250490219146,0.667,same_type
KITCHEN METAL SIGN,TOILET METAL SIGN,0.010198916839601155,0.5724431818181819,24.774939634571346,0.667,same_type
TOILET METAL SIGN,KITCHEN METAL SIGN,0.010198916839601155,0.4414019715224535,24.774939634571343,0.667,same_type
"WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.010856911474414132,0.4632829373650108,24.70467204728885,1.0,pattern_variant
"STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.010856911474414132,0.5789473684210525,24.704672047288845,1.0,pattern_variant
GREEN 3 PIECE MINI DOTS CUTLERY SET,PINK 3 PIECE MINI DOTS CUTLERY SET,0.010097686895783773,0.6774193548387097,24.670551508844955,1.0,pattern_variant
PINK 3 PIECE MINI DOTS CUTLERY SET,GREEN 3 PIECE MINI DOTS CUTLERY SET,0.010097686895783773,0.367741935483871,24.670551508844955,1.0,pattern_variant
"STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.01070506655868806,0.5762942779291553,24.591460149128125,1.0,pattern_variant
"WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.01070506655868806,0.45680345572354214,24.591460149128125,1.0,pattern_variant
"RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","WOODLAND CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.011489598623272763,0.47291666666666665,24.459200479930193,1.0,pattern_variant
"WOODLAND CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.011489598623272763,0.5942408376963351,24.459200479930193,1.0,pattern_variant
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.021865667864554336,0.8363988383349468,24.426802437521868,1.0,pattern_variant
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.021865667864554336,0.6385809312638582,24.426802437521868,1.0,pattern_variant
"STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","WOODLAND CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT",0.01070506655868806,0.4720982142857143,24.416870208489158,1.0,pattern_variant
"WOODLAND CHARLOTTE BAG, CHARLOTTE BAG PINK POLKADOT","STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.01070506655868806,0.5536649214659686,24.416870208489154,1.0,pattern_variant
FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION BUTTERFLY,0.01070506655868806,0.48342857142857143,24.365046647230322,0.667,same_type
FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION OWL,0.01070506655868806,0.5395408163265306,24.36504664723032,0.667,same_type
ROSES REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",0.010907526446322821,0.30266853932584264,24.160898308932012,0.667,same_type
"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,0.010907526446322821,0.8707070707070707,24.160898308932012,0.667,same_type
PINK REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",0.011869210912587944,0.45401742497579867,24.112963078620577,1.0,pattern_variant
"REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,0.011869210912587944,0.6303763440860215,24.112963078620574,1.0,pattern_variant
SKULL SHOULDER BAG,SUKI SHOULDER BAG,0.010249531811509845,0.5586206896551724,23.96670785128608,1.0,pattern_variant
SUKI SHOULDER BAG,SKULL SHOULDER BAG,0.010249531811509845,0.43973941368078173,23.96670785128608,1.0,pattern_variant
SET/10 PINK POLKADOT PARTY CANDLES,SET/10 RED POLKADOT PARTY CANDLES,0.01075568153059675,0.5266418835192069,23.83703022380062,1.0,pattern_variant
SET/10 RED POLKADOT PARTY CANDLES,SET/10 PINK POLKADOT PARTY CANDLES,0.01075568153059675,0.48682703321878573,23.837030223800618,1.0,pattern_variant
RED 3 PIECE MINI DOTS CUTLERY SET,"BLUE 3 PIECE MINI DOTS CUTLERY SET, PINK 3 PIECE MINI DOTS CUTLERY SET",0.010097686895783773,0.39156035328753686,23.766690936718483,1.0,pattern_variant
"BLUE 3 PIECE MINI DOTS CUTLERY SET, PINK 3 PIECE MINI DOTS CUTLERY SET",RED 3 PIECE MINI DOTS CUTLERY SET,0.010097686895783773,0.6129032258064516,23.76669093671848,1.0,pattern_variant
ROSES REGENCY TEACUP AND SAUCER,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",0.018601002176443792,0.5161516853932584,23.605576037765292,1.0,pattern_variant
"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,0.018601002176443792,0.8506944444444444,23.605576037765292,1.0,pattern_variant
"CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT","STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.011261831249683656,0.5342136854741897,23.55906201766421,1.0,pattern_variant
"STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT",0.011261831249683656,0.4966517857142857,23.55906201766421,1.0,pattern_variant
"REGENCY CAKESTAND 3 TIER, PINK REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,0.011869210912587944,0.8465703971119134,23.491139516488865,0.667,same_type
ROSES REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, PINK REGENCY TEACUP AND SAUCER",0.011869210912587944,0.32935393258426965,23.491139516488865,0.667,same_type
BLUE 3 PIECE MINI DOTS CUTLERY SET,RED 3 PIECE MINI DOTS CUTLERY SET,0.014501189451839855,0.6025236593059937,23.364200072440664,1.0,pattern_variant
RED 3 PIECE MINI DOTS CUTLERY SET,BLUE 3 PIECE MINI DOTS CUTLERY SET,0.014501189451839855,0.5623159960745829,23.364200072440664,1.0,pattern_variant
"CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT","WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.011489598623272763,0.5450180072028812,23.256848311678887,1.0,pattern_variant
"WOODLAND CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN, CHARLOTTE BAG PINK POLKADOT",0.011489598623272763,0.490280777537797,23.256848311678883,1.0,pattern_variant
RED RETROSPOT SMALL MILK JUG,RED RETROSPOT SUGAR JAM BOWL,0.012704357949081339,0.45184518451845185,23.008003377657356,0.0,cross_type
RED RETROSPOT SUGAR JAM BOWL,RED RETROSPOT SMALL MILK JUG,0.012704357949081339,0.6469072164948454,23.008003377657353,0.0,cross_type
12 PENCILS SMALL TUBE SKULL,12 PENCILS SMALL TUBE RED RETROSPOT,0.010907526446322821,0.524330900243309,22.969413738596575,1.0,pattern_variant
12 PENCILS SMALL TUBE RED RETROSPOT,12 PENCILS SMALL TUBE SKULL,0.010907526446322821,0.47782705099778267,22.969413738596575,1.0,pattern_variant
GREEN REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",0.014627726881611581,0.4271988174427199,22.688621065096285,1.0,pattern_variant
"REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,0.014627726881611581,0.7768817204301075,22.68862106509628,1.0,pattern_variant
"STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG","WOODLAND CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN",0.010856911474414132,0.47879464285714285,22.576481524889193,1.0,pattern_variant
"WOODLAND CHARLOTTE BAG, CHARLOTTE BAG SUKI DESIGN","STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",0.010856911474414132,0.5119331742243437,22.576481524889193,1.0,pattern_variant
LARGE HEART MEASURING SPOONS,SMALL HEART MEASURING SPOONS,0.011438983651364074,0.5573366214549939,22.44913278305059,1.0,pattern_variant
